Species_abbr	Species_class	Name	Total_Genes	KEGG	Reactome	Biocyc	Panther	GO	Genes_with_KEGG_annotation	Genes_with_Reactome_annotation	Genes_with_BioCyc_aanotation	Genes_with_Panther_annotation	Genes_with_GO_annotation
laci	Bacteria	Lacinutrix sp. Bg11-31	3274	101	0	0	0	0	746	0	0	0	0
pte	Fungi	Pyrenophora teres	11799	122	0	0	0	0	2069	0	0	0	0
ale	Bacteria	Alteromonas sp. Mac1	3991	118	0	0	0	0	1086	0	0	0	0
alb	Bacteria	Altererythrobacter sp. B11	3645	121	0	0	0	0	1055	0	0	0	0
bapf	Bacteria	Buchnera aphidicola F009 (Myzus persicae)	621	76	0	0	0	0	423	0	0	0	0
pta	Bacteria	Paenibacillus terrae	5642	112	0	0	0	0	1642	0	0	0	0
ala	Bacteria	Acinetobacter larvae	3303	116	0	0	0	0	1034	0	0	0	0
llx	Bacteria	Lactococcus lactis subsp. lactis NCDO 2118	2519	105	0	0	0	0	839	0	0	0	0
alz	Bacteria	Alteromonas sp. Mac2	3930	118	0	0	0	0	1083	0	0	0	0
aly	Plants	Arabidopsis lyrata (lyrate rockcress)	32663	137	0	0	0	0	5588	0	0	0	0
alv	Bacteria	Allochromatium vinosum	3366	104	0	0	0	0	1077	0	0	0	0
lacy	Bacteria	Lachnoclostridium sp. YL32	7190	104	0	0	0	0	1431	0	0	0	0
alt	Bacteria	Alteromonas naphthalenivorans	4445	119	0	0	0	0	1167	0	0	0	0
ptt	Bacteria	Photorhabdus thracensis	4480	110	0	0	0	0	1360	0	0	0	0
pts	Bacteria	Paraburkholderia terricola	6453	124	0	0	0	0	1827	0	0	0	0
ptr	Animals	Pan troglodytes (chimpanzee)	34226	329	0	0	140	7699	7872	0	0	837	10971
ptq	Bacteria	Psychroflexus torquis	3950	108	0	0	0	0	779	0	0	0	0
ptp	Bacteria	Planktomarina temperata	3092	115	0	0	0	0	1262	0	0	0	0
hma	Archaea	Haloarcula marismortui	4301	106	0	0	0	0	1031	0	0	0	0
smeg	Bacteria	Sinorhizobium meliloti GR4	6822	123	0	0	0	0	2014	0	0	0	0
roa	Bacteria	Rhodococcus opacus PD630	9005	129	0	0	0	0	2066	0	0	0	0
rob	Bacteria	Blautia obeum	3210	98	0	0	0	0	876	0	0	0	0
pcon	Bacteria	Paracoccus contaminans	2895	112	0	0	0	0	1028	0	0	0	0
fat	Bacteria	Flavobacterium arcticum	2697	102	0	0	0	0	613	0	0	0	0
fau	Bacteria	Frateuria aurantia	3288	119	0	0	0	0	1073	0	0	0	0
fai	Archaea	Ferroplasma acidiphilum	1861	95	0	0	0	0	572	0	0	0	0
fal	Bacteria	Frankia alni	6753	123	0	0	0	0	1204	0	0	0	0
fam	Bacteria	Ferriphaselus amnicola	2754	103	0	0	0	0	825	0	0	0	0
fab	Animals	Ficedula albicollis (collared flycatcher)	16604	168	0	0	0	0	4864	0	0	0	0
fac	Archaea	Ferroplasma acidarmanus	2001	94	0	0	0	0	628	0	0	0	0
faa	Bacteria	Filifactor alocis	1709	84	0	0	0	0	513	0	0	0	0
fae	Bacteria	Fibrella aestuarina	5703	119	0	0	0	0	1050	0	0	0	0
rox	Bacteria	Rahnella sp. ERMR1:05	5147	120	0	0	0	0	1636	0	0	0	0
tel	Bacteria	Thermosynechococcus elongatus	2525	106	0	0	0	0	872	0	0	0	0
ten	Bacteria	Tenacibaculum sp. LPB0136	2726	104	0	0	0	0	695	0	0	0	0
tea	Bacteria	Taylorella equigenitalis ATCC 35865	1610	94	0	0	0	0	675	0	0	0	0
nbv	Archaea	Candidatus Nitrosopelagicus brevis	1502	90	0	0	0	0	490	0	0	0	0
teg	Bacteria	Taylorella equigenitalis 14/56	1519	94	0	0	0	0	657	0	0	0	0
tex	Bacteria	Thermoanaerobacter sp. X514	2479	100	0	0	0	0	861	0	0	0	0
rop	Bacteria	Rhodococcus opacus B4	8265	130	0	0	0	0	1811	0	0	0	0
tez	Bacteria	Tessaracoccus sp. T2.5-30	2958	105	0	0	0	0	1024	0	0	0	0
tep	Bacteria	Tepidanaerobacter acetatoxydans Re1	2702	96	0	0	0	0	900	0	0	0	0
teq	Bacteria	Taylorella equigenitalis MCE9	1603	94	0	0	0	0	675	0	0	0	0
ter	Bacteria	Trichodesmium erythraeum	5124	114	0	0	0	0	994	0	0	0	0
tes	Bacteria	Tessaracoccus aquimaris	3602	111	0	0	0	0	926	0	0	0	0
tet	Protists	Tetrahymena thermophila	27055	101	0	0	0	0	1904	0	0	0	0
ror	Bacteria	Raoultella ornithinolytica B6	5013	121	0	0	0	0	1950	0	0	0	0
sbw	Bacteria	Candidatus Tachikawaea gelatinosa	658	74	0	0	0	0	460	0	0	0	0
sug	Bacteria	Staphylococcus aureus subsp. aureus ST398 (MRSA)	2770	106	0	0	0	0	940	0	0	0	0
suf	Bacteria	Staphylococcus aureus subsp. aureus LGA251 (MRSA)	2549	106	0	0	0	0	960	0	0	0	0
sue	Bacteria	Staphylococcus aureus subsp. aureus ED133	2750	106	0	0	0	0	964	0	0	0	0
sud	Bacteria	Staphylococcus aureus subsp. aureus 71193 (MSSA)	2693	106	0	0	0	0	957	0	0	0	0
suc	Bacteria	Staphylococcus aureus subsp. aureus ECT-R 2	2596	106	0	0	0	0	977	0	0	0	0
sub	Bacteria	Streptococcus uberis	1908	95	0	0	0	0	747	0	0	0	0
sua	Bacteria	Sulfurimonas autotrophica	2220	96	0	0	0	0	793	0	0	0	0
suo	Bacteria	Streptococcus suis SS12 (serotype 1/2)	2161	98	0	0	0	0	739	0	0	0	0
sun	Bacteria	Sulfurovum sp. NBC37-1	2519	99	0	0	0	0	773	0	0	0	0
sum	Bacteria	Candidatus Sulcia muelleri CARI	288	45	0	0	0	0	202	0	0	0	0
sbu	Bacteria	Sphaerochaeta globosa	3122	105	0	0	0	0	1009	0	0	0	0
suk	Bacteria	Staphylococcus aureus subsp. aureus JKD6008 (MRSA/VISA)	2836	106	0	0	0	0	985	0	0	0	0
suj	Bacteria	Staphylococcus aureus subsp. aureus JKD6159 (CA-MRSA)	2678	105	0	0	0	0	963	0	0	0	0
sui	Bacteria	Streptococcus suis JS14 (serotype 14)	2174	98	0	0	0	0	753	0	0	0	0
suh	Bacteria	Staphylococcus argenteus	2598	104	0	0	0	0	930	0	0	0	0
suw	Bacteria	Staphylococcus aureus subsp. aureus TW20 (MRSA)	2987	106	0	0	0	0	985	0	0	0	0
suv	Bacteria	Staphylococcus aureus subsp. aureus VC40	2545	106	0	0	0	0	965	0	0	0	0
suu	Bacteria	Staphylococcus aureus subsp. aureus M013 (CA-MRSA)	2701	106	0	0	0	0	973	0	0	0	0
sut	Bacteria	Staphylococcus aureus subsp. aureus T0131 (MRSA)	2797	105	0	0	0	0	971	0	0	0	0
sus	Bacteria	Candidatus Solibacter usitatus	8002	117	0	0	0	0	1407	0	0	0	0
sur	Bacteria	Stigmatella aurantiaca	8407	126	0	0	0	0	1415	0	0	0	0
suq	Bacteria	Staphylococcus aureus subsp. aureus TCH60	2790	106	0	0	0	0	983	0	0	0	0
sup	Bacteria	Streptococcus suis S735 (serotype 2)	1950	98	0	0	0	0	736	0	0	0	0
suz	Bacteria	Staphylococcus aureus subsp. aureus 11819-97 (CA-MRSA)	2736	106	0	0	0	0	982	0	0	0	0
suy	Bacteria	Staphylococcus aureus 04-02981 (MRSA)	2732	106	0	0	0	0	984	0	0	0	0
sux	Bacteria	Staphylococcus aureus subsp. aureus HO 5096 0412 (MRSA)	2715	105	0	0	0	0	961	0	0	0	0
cpor	Bacteria	Cloacibacillus porcorum	3205	101	0	0	0	0	906	0	0	0	0
sbb	Bacteria	Shewanella baltica BA175	4581	113	0	0	0	0	1321	0	0	0	0
mml	Bacteria	Mycoplasma mycoides subsp. capri LC 95010	964	56	0	0	0	0	345	0	0	0	0
sba	Bacteria	Sulfurospirillum barnesii	2565	100	0	0	0	0	929	0	0	0	0
sbf	Bacteria	Silvanigrellales bacterium RF1110005	3231	112	0	0	0	0	917	0	0	0	0
mshg	Bacteria	Mycobacterium shigaense	4984	128	0	0	0	0	1218	0	0	0	0
smar	Bacteria	Serratia marcescens SM39	5102	120	0	0	0	0	1761	0	0	0	0
smav	Bacteria	Shewanella marisflavi	3814	114	0	0	0	0	1086	0	0	0	0
smaz	Bacteria	Sphingopyxis macrogoltabida 203	5627	116	0	0	0	0	1238	0	0	0	0
mmj	Archaea	Methanosarcina mazei S-6	3412	99	0	0	0	0	862	0	0	0	0
smac	Bacteria	Serratia marcescens subsp. marcescens Db11	4831	119	0	0	0	0	1738	0	0	0	0
sbj	Bacteria	Shewanella bicestrii	4452	114	0	0	0	0	1140	0	0	0	0
smag	Bacteria	Sphingopyxis macrogoltabida EY-1	4839	114	0	0	0	0	1146	0	0	0	0
smaf	Bacteria	Serratia sp. FGI94	4588	122	0	0	0	0	1708	0	0	0	0
anb	Bacteria	Anabaena sp. 90	4797	115	0	0	0	0	1046	0	0	0	0
mabl	Bacteria	Mycobacteroides abscessus subsp. massiliense CCUG 48898 = JCM 15300	4999	127	0	0	0	0	1178	0	0	0	0
sbh	Bacteria	Streptomyces bingchenggensis	10107	136	0	0	0	0	2005	0	0	0	0
smal	Bacteria	Streptomyces malaysiensis	8641	132	0	0	0	0	1920	0	0	0	0
sbn	Bacteria	Shewanella baltica OS195	4859	113	0	0	0	0	1296	0	0	0	0
mmc	Bacteria	Mycobacterium sp. MCS	5693	128	0	0	0	0	1326	0	0	0	0
mmb	Bacteria	Methylotenera mobilis	2403	99	0	0	0	0	881	0	0	0	0
anm	Bacteria	Anoxybacillus sp. B2M1	3789	107	0	0	0	0	1235	0	0	0	0
avi	Bacteria	Agrobacterium vitis	5559	124	0	0	0	0	1812	0	0	0	0
rpha	Bacteria	Rhizobium phaseoli	6452	124	0	0	0	0	1929	0	0	0	0
rbar	Bacteria	Rhodothermaceae bacterium RA	3711	111	0	0	0	0	871	0	0	0	0
lhe	Bacteria	Lactobacillus helveticus DPC 4571	1838	83	0	0	0	0	574	0	0	0	0
lhd	Bacteria	Lactobacillus helveticus KLDS1.8701	2164	82	0	0	0	0	566	0	0	0	0
cauf	Bacteria	Caulobacter sp. FWC26	4645	120	0	0	0	0	1254	0	0	0	0
lha	Bacteria	Legionella hackeliae	3326	115	0	0	0	0	898	0	0	0	0
lho	Bacteria	Lactobacillus hokkaidonensis	2412	97	0	0	0	0	771	0	0	0	0
lhl	Bacteria	Lactobacillus helveticus H10	2148	87	0	0	0	0	621	0	0	0	0
lhk	Bacteria	Laribacter hongkongensis	3336	111	0	0	0	0	1082	0	0	0	0
lhi	Bacteria	Lactobacillus heilongjiangensis	2484	97	0	0	0	0	763	0	0	0	0
lhh	Bacteria	Lactobacillus helveticus H9	1887	87	0	0	0	0	565	0	0	0	0
lhv	Bacteria	Lactobacillus helveticus CNRZ32	1923	88	0	0	0	0	589	0	0	0	0
lhu	Animals	Linepithema humile (Argentine ant)	12734	136	0	0	0	0	2757	0	0	0	0
lhr	Bacteria	Lactobacillus helveticus R0052	2084	89	0	0	0	0	630	0	0	0	0
prap	Animals	Pieris rapae (cabbage white)	12821	138	0	0	0	0	3002	0	0	0	0
eclx	Bacteria	Enterobacter hormaechei subsp. xiangfangensis	4878	115	0	0	0	0	1688	0	0	0	0
ecly	Bacteria	Enterobacter hormaechei subsp. steigerwaltii	4988	115	0	0	0	0	1784	0	0	0	0
eclz	Bacteria	Enterobacter hormaechei subsp. hormaechei	4868	114	0	0	0	0	1692	0	0	0	0
scon	Bacteria	Streptococcus constellatus subsp. pharyngis C232	1899	91	0	0	0	0	681	0	0	0	0
scoh	Bacteria	Staphylococcus cohnii	2507	99	0	0	0	0	684	0	0	0	0
ecln	Bacteria	Enterobacter cloacae ECNIH4	4742	117	0	0	0	0	1728	0	0	0	0
eclo	Bacteria	Enterobacter cloacae subsp. cloacae NCTC 9394	3797	113	0	0	0	0	1428	0	0	0	0
scos	Bacteria	Streptococcus constellatus subsp. pharyngis C818	1899	91	0	0	0	0	680	0	0	0	0
ecli	Bacteria	Enterobacter cloacae ECNIH5	4719	116	0	0	0	0	1698	0	0	0	0
ecle	Bacteria	Enterobacter cloacae ECNIH2	5263	116	0	0	0	0	1768	0	0	0	0
eclg	Bacteria	Enterobacter cloacae GGT036	4576	117	0	0	0	0	1753	0	0	0	0
ecla	Bacteria	Enterobacter hormaechei subsp. hoffmannii ECNIH3	4709	116	0	0	0	0	1693	0	0	0	0
eclc	Bacteria	Enterobacter hormaechei subsp. hoffmannii ECR091	4601	115	0	0	0	0	1684	0	0	0	0
gur	Bacteria	Geobacter uraniireducens	4489	105	0	0	0	0	1137	0	0	0	0
izh	Bacteria	Izhakiella sp. KSNA2	4888	123	0	0	0	0	1616	0	0	0	0
ccha	Bacteria	Caldicellulosiruptor changbaiensis	2779	100	0	0	0	0	789	0	0	0	0
bhan	Bacteria	Blautia hansenii	3045	91	0	0	0	0	761	0	0	0	0
cchv	Bacteria	Clostridium chauvoei	2699	94	0	0	0	0	761	0	0	0	0
porl	Bacteria	Porphyrobacter sp. LM 6	2892	115	0	0	0	0	907	0	0	0	0
gpo	Bacteria	Gordonia polyisoprenivorans	5188	126	0	0	0	0	1326	0	0	0	0
gph	Bacteria	Gemmatimonas phototrophica	3965	118	0	0	0	0	926	0	0	0	0
gpi	Bacteria	Geobacter pickeringii	3298	103	0	0	0	0	1052	0	0	0	0
gpa	Bacteria	Gordonibacter pamelaeae	2077	87	0	0	0	0	469	0	0	0	0
gpb	Bacteria	Gamma proteobacterium HdN1	3864	112	0	0	0	0	1043	0	0	0	0
gps	Bacteria	Paraglaciecola psychrophila	5695	120	0	0	0	0	1285	0	0	0	0
pspw	Bacteria	Paraburkholderia sprentiae	6980	127	0	0	0	0	2036	0	0	0	0
jeh	Bacteria	Jeotgalibaca sp. H21T32	2763	104	0	0	0	0	909	0	0	0	0
rok	Bacteria	Roseovarius sp. AK1035	4127	118	0	0	0	0	1367	0	0	0	0
efq	Bacteria	Enterococcus faecalis ATCC 29212	2959	97	0	0	0	0	953	0	0	0	0
efr	Bacteria	Entomoplasma freundtii	744	60	0	0	0	0	333	0	0	0	0
efs	Bacteria	Enterococcus faecalis Symbioflor 1	2808	96	0	0	0	0	937	0	0	0	0
eft	Bacteria	Enterococcus faecium T110	2681	101	0	0	0	0	856	0	0	0	0
efu	Bacteria	Enterococcus faecium DO	3209	99	0	0	0	0	917	0	0	0	0
efv	Bacteria	Erythrobacter flavus	3130	112	0	0	0	0	908	0	0	0	0
efi	Bacteria	Enterococcus faecalis OG1RF	2658	97	0	0	0	0	930	0	0	0	0
efk	Bacteria	Candidatus Endolissoclinum faulkneri L5	824	90	0	0	0	0	512	0	0	0	0
efl	Bacteria	Enterococcus faecalis 62	3109	100	0	0	0	0	972	0	0	0	0
efm	Bacteria	Enterococcus faecium ATCC 8459 = NRRL B-2354	2772	98	0	0	0	0	815	0	0	0	0
efn	Bacteria	Enterococcus faecalis DENG1	2964	97	0	0	0	0	956	0	0	0	0
efa	Bacteria	Enterococcus faecalis V583	3412	97	0	0	0	0	990	0	0	0	0
efc	Bacteria	Enterococcus faecium Aus0004	2997	100	0	0	0	0	860	0	0	0	0
efd	Bacteria	Enterococcus faecalis D32	3046	99	0	0	0	0	947	0	0	0	0
efe	Bacteria	Escherichia fergusonii	4554	118	0	0	0	0	1654	0	0	0	0
amae	Bacteria	Alteromonas mediterranea U7	3931	114	0	0	0	0	1136	0	0	0	0
amad	Bacteria	Alteromonas mediterranea UM4b	3942	114	0	0	0	0	1112	0	0	0	0
amag	Bacteria	Alteromonas mediterranea MED64	3898	117	0	0	0	0	1139	0	0	0	0
amaa	Bacteria	Alteromonas mediterranea DE1	4405	115	0	0	0	0	1155	0	0	0	0
amac	Bacteria	Alteromonas macleodii ATCC 27126	3941	115	0	0	0	0	1168	0	0	0	0
amal	Bacteria	Alteromonas mediterranea U4	4160	114	0	0	0	0	1124	0	0	0	0
amao	Bacteria	Alteromonas mediterranea U8	3873	114	0	0	0	0	1136	0	0	0	0
aman	Archaea	Acidianus manzaensis	2755	101	0	0	0	0	711	0	0	0	0
amai	Bacteria	Alteromonas mediterranea UM7	4410	115	0	0	0	0	1147	0	0	0	0
amah	Bacteria	Aquitalea magnusonii	4563	117	0	0	0	0	1412	0	0	0	0
sals	Bacteria	Streptomyces albus DSM 41398	7411	133	0	0	0	0	1593	0	0	0	0
jsv	Bacteria	Janthinobacterium svalbardensis	5585	118	0	0	0	0	1558	0	0	0	0
salt	Bacteria	Salegentibacter sp. T436	3613	113	0	0	0	0	871	0	0	0	0
cdd	Bacteria	Corynebacterium diphtheriae CDCE 8392	2331	105	0	0	0	0	783	0	0	0	0
cde	Bacteria	Corynebacterium diphtheriae HC02	2306	103	0	0	0	0	779	0	0	0	0
cdf	Bacteria	Clostridioides difficile 630	3981	99	0	0	0	0	1118	0	0	0	0
ctae	Bacteria	Clostridium taeniosporum	3185	95	0	0	0	0	876	0	0	0	0
rta	Bacteria	Ramlibacter tataouinensis	3927	120	0	0	0	0	1241	0	0	0	0
cda	Bacteria	Corynebacterium diphtheriae HC04	2344	103	0	0	0	0	783	0	0	0	0
rtc	Bacteria	Rathayibacter toxicus WAC3373	2135	100	0	0	0	0	705	0	0	0	0
rtb	Bacteria	Rickettsia typhi B9991CWPP	875	80	0	0	0	0	414	0	0	0	0
cdl	Bacteria	Clostridioides difficile R20291	3570	101	0	0	0	0	1035	0	0	0	0
cdm	Bacteria	Cronobacter dublinensis	4272	118	0	0	0	0	1538	0	0	0	0
cdn	Bacteria	Castellaniella defragrans	3667	116	0	0	0	0	1375	0	0	0	0
rtn	Bacteria	Rathayibacter tritici	2979	108	0	0	0	0	856	0	0	0	0
cdh	Bacteria	Corynebacterium diphtheriae INCA 402	2293	105	0	0	0	0	787	0	0	0	0
cdi	Bacteria	Corynebacterium diphtheriae NCTC 13129	2389	103	0	0	0	0	764	0	0	0	0
cdj	Bacteria	Carnobacterium divergens	2530	99	0	0	0	0	745	0	0	0	0
cdk	Animals	Camelus dromedarius (Arabian camel)	20781	329	0	0	0	0	7891	0	0	0	0
cdt	Bacteria	Corynebacterium diphtheriae HC01	2322	103	0	0	0	0	773	0	0	0	0
rtt	Bacteria	Rickettsia typhi TH1527	874	80	0	0	0	0	413	0	0	0	0
cdv	Bacteria	Corynebacterium diphtheriae VA01	2259	103	0	0	0	0	773	0	0	0	0
cdw	Bacteria	Corynebacterium diphtheriae PW8	2414	103	0	0	0	0	780	0	0	0	0
cdp	Bacteria	Corynebacterium diphtheriae 241	2318	103	0	0	0	0	770	0	0	0	0
cdq	Bacteria	Chelatococcus daeguensis	3845	118	0	0	0	0	1361	0	0	0	0
cdr	Bacteria	Corynebacterium diphtheriae HC03	2330	106	0	0	0	0	784	0	0	0	0
rtr	Bacteria	Rhizobium tropici	6494	124	0	0	0	0	1932	0	0	0	0
rty	Bacteria	Rickettsia typhi Wilmington	919	80	0	0	0	0	412	0	0	0	0
rtx	Bacteria	Rathayibacter toxicus 70137	2118	99	0	0	0	0	651	0	0	0	0
cdz	Bacteria	Corynebacterium diphtheriae 31A	2458	105	0	0	0	0	790	0	0	0	0
bfb	Bacteria	Bacteroides fragilis BOB25	4330	99	0	0	0	0	919	0	0	0	0
bfa	Bacteria	Brachybacterium faecium	3191	109	0	0	0	0	983	0	0	0	0
bfg	Bacteria	Bacteroides fragilis 638R	4417	98	0	0	0	0	937	0	0	0	0
salv	Bacteria	Snodgrassella alvi	2370	103	0	0	0	0	788	0	0	0	0
bfi	Bacteria	Butyrivibrio fibrisolvens	2966	101	0	0	0	0	859	0	0	0	0
bfo	Animals	Branchiostoma floridae (Florida lancelet)	28658	127	0	0	57	0	4360	0	0	65	0
bfn	Bacteria	Paraburkholderia fungorum	8272	129	0	0	0	0	2251	0	0	0	0
bfm	Bacteria	Brevibacillus formosus	6028	116	0	0	0	0	1396	0	0	0	0
bfl	Bacteria	Candidatus Blochmannia floridanus (Camponotus floridanus)	631	78	0	0	0	0	436	0	0	0	0
bfs	Bacteria	Bacteroides fragilis NCTC9343	4399	98	0	0	0	0	913	0	0	0	0
bfr	Bacteria	Bacteroides fragilis YCH46	6033	102	0	0	0	0	932	0	0	0	0
bfw	Bacteria	Blastomonas fulva	3888	119	0	0	0	0	1061	0	0	0	0
bfv	Bacteria	Brevibacterium flavum ZL-1	3076	106	0	0	0	0	877	0	0	0	0
bfu	Fungi	Botrytis cinerea	11698	117	0	0	0	0	1706	0	0	0	0
bfz	Bacteria	Bordetella flabilis	5322	124	0	0	0	0	1741	0	0	0	0
bfx	Bacteria	Bacillus flexus	4196	109	0	0	0	0	1152	0	0	0	0
hip	Bacteria	Haemophilus influenzae PittEE (nontypeable)	1695	93	0	0	0	0	763	0	0	0	0
hiq	Bacteria	Haemophilus influenzae PittGG (nontypeable)	1741	94	0	0	0	0	715	0	0	0	0
hir	Fungi	Heterobasidion irregulare	13271	119	0	0	0	0	1990	0	0	0	0
hit	Bacteria	Haemophilus influenzae 86-028NP (nontypeable)	1899	91	0	0	0	0	789	0	0	0	0
hiu	Bacteria	Haemophilus influenzae 10810 (serotype b)	1914	94	0	0	0	0	735	0	0	0	0
hiw	Bacteria	Haemophilus influenzae 477	1811	94	0	0	0	0	791	0	0	0	0
hix	Bacteria	Haemophilus influenzae 723	1868	94	0	0	0	0	793	0	0	0	0
bstl	Bacteria	Burkholderia stabilis	7656	130	0	0	0	0	2118	0	0	0	0
bsto	Bacteria	Bacteriovorax stolpii	3784	111	0	0	0	0	832	0	0	0	0
hia	Bacteria	Haemophilus influenzae CGSHiCZ412602	1808	93	0	0	0	0	800	0	0	0	0
hic	Bacteria	Haemophilus influenzae C486	1783	93	0	0	0	0	810	0	0	0	0
hie	Bacteria	Haemophilus influenzae R2846 (nontypeable)	1744	93	0	0	0	0	792	0	0	0	0
hif	Bacteria	Haemophilus influenzae F3031 (nontypeable)	1872	89	0	0	0	0	750	0	0	0	0
hih	Bacteria	Haemophilus influenzae Hi375	1802	94	0	0	0	0	794	0	0	0	0
hik	Bacteria	Haemophilus influenzae KR494 (serotype f)	1878	93	0	0	0	0	807	0	0	0	0
hil	Bacteria	Haemophilus influenzae F3047 (nontypeable)	1877	88	0	0	0	0	746	0	0	0	0
hin	Bacteria	Haemophilus influenzae Rd KW20 (serotype d)	1765	95	0	0	0	0	794	0	0	0	0
tco	Bacteria	Thermobacillus composti	4113	104	0	0	0	0	1194	0	0	0	0
mfr	Bacteria	Mycoplasma fermentans JER	866	60	0	0	0	0	324	0	0	0	0
mfs	Archaea	Methanocaldococcus sp. FS406-22	1893	81	0	0	0	0	619	0	0	0	0
arp	Bacteria	Arthrospira platensis	6676	111	0	0	0	0	1047	0	0	0	0
arq	Bacteria	Arthrobacter sp. QXT-31	4610	119	0	0	0	0	1182	0	0	0	0
pvs	Bacteria	Candidatus Planktophila versatilis	1371	97	0	0	0	0	622	0	0	0	0
ars	Bacteria	Arsenicicoccus sp. oral taxon 190	3286	108	0	0	0	0	953	0	0	0	0
art	Bacteria	Arthrobacter sp. FB24	4605	115	0	0	0	0	1219	0	0	0	0
aru	Bacteria	Arthrobacter sp. U41	4361	113	0	0	0	0	1116	0	0	0	0
arv	Bacteria	Aeromonas rivipollensis	4186	114	0	0	0	0	1286	0	0	0	0
arw	Bacteria	Arthrobacter alpinus A3	4005	112	0	0	0	0	1150	0	0	0	0
arx	Bacteria	Arthrobacter sp. ZXY-2	4978	120	0	0	0	0	1230	0	0	0	0
pvx	Protists	Plasmodium vivax	5424	87	0	0	0	0	863	0	0	0	0
arz	Bacteria	Arthrobacter sp. ATCC 21022	4063	122	0	0	0	0	1223	0	0	0	0
tci	Bacteria	Tatumella citrea	4203	116	0	0	0	0	1544	0	0	0	0
pva	Bacteria	Pantoea vagans C9-1	4690	120	0	0	0	0	1664	0	0	0	0
ara	Bacteria	Agrobacterium radiobacter	6820	125	0	0	0	0	2206	0	0	0	0
arb	Bacteria	Arachidicoccus sp. BS20	3043	97	0	0	0	0	680	0	0	0	0
arc	Bacteria	Arcobacter sp. L	2919	108	0	0	0	0	941	0	0	0	0
pve	Bacteria	Pandoraea vervacti	4993	125	0	0	0	0	1651	0	0	0	0
are	Bacteria	Arthrobacter sp. ERGS1:01	4414	116	0	0	0	0	1122	0	0	0	0
pvg	Bacteria	Proteus vulgaris	3639	109	0	0	0	0	1182	0	0	0	0
arg	Archaea	Archaeon GW2011_AR20	1045	39	0	0	0	0	205	0	0	0	0
pvi	Bacteria	Chlorobium phaeovibrioides	1824	94	0	0	0	0	737	0	0	0	0
ari	Bacteria	Psychromicrobium lacuslunae	3384	109	0	0	0	0	885	0	0	0	0
arj	Bacteria	Acinetobacter radioresistens	2902	114	0	0	0	0	913	0	0	0	0
ark	Bacteria	Arachidicoccus sp. KIS59-12	3451	105	0	0	0	0	813	0	0	0	0
arl	Bacteria	Arthrobacter sp. LS16	3551	115	0	0	0	0	1042	0	0	0	0
pvl	Bacteria	Proteus mirabilis CYPV1	3425	109	0	0	0	0	1232	0	0	0	0
baro	Bacteria	Bartonella sp. 1-1C	1413	89	0	0	0	0	568	0	0	0	0
aro	Bacteria	Agrobacterium rhizogenes	5268	119	0	0	0	0	1768	0	0	0	0
pcan	Animals	Pomacea canaliculata (golden apple snail)	23901	126	0	0	0	0	3693	0	0	0	0
mbak	Archaea	Methanosarcina barkeri 3	3546	98	0	0	0	0	922	0	0	0	0
mbah	Bacteria	Moraxellaceae bacterium HYN0046	3438	114	0	0	0	0	936	0	0	0	0
fgu	Bacteria	Allofrancisella guangzhouensis	1547	90	0	0	0	0	595	0	0	0	0
mbac	Bacteria	Candidatus Methylopumilus turicensis	1806	96	0	0	0	0	722	0	0	0	0
fgr	Fungi	Fusarium graminearum	13447	122	0	0	0	0	2359	0	0	0	0
uur	Bacteria	Ureaplasma parvum serovar 3 ATCC 700970	651	42	0	0	0	0	252	0	0	0	0
fgl	Bacteria	Flavobacterium gilvum	3564	108	0	0	0	0	893	0	0	0	0
fgo	Bacteria	Fusobacterium gonidiaformans	1660	86	0	0	0	0	617	0	0	0	0
fgi	Bacteria	Fimbriimonas ginsengisoli	4870	114	0	0	0	0	937	0	0	0	0
uue	Bacteria	Ureaplasma urealyticum	692	42	0	0	0	0	251	0	0	0	0
mbat	Bacteria	Candidatus Methylopumilus planktonicus	1434	93	0	0	0	0	663	0	0	0	0
mbar	Archaea	Methanosarcina barkeri 227	3537	97	0	0	0	0	927	0	0	0	0
mbas	Bacteria	Marinifilaceae bacterium SPP2	4436	110	0	0	0	0	1083	0	0	0	0
arn	Bacteria	Arthrobacter sp. YN	4674	120	0	0	0	0	1226	0	0	0	0
mthr	Archaea	Methanosarcina thermophila TM-1	2627	94	0	0	0	0	796	0	0	0	0
mthe	Archaea	Methanosarcina thermophila CHTI-55	2612	95	0	0	0	0	815	0	0	0	0
mthd	Bacteria	Microbulbifer thermotolerans	3273	114	0	0	0	0	1026	0	0	0	0
mthn	Bacteria	Mycolicibacterium thermoresistibile	4706	122	0	0	0	0	1195	0	0	0	0
tgr	Bacteria	Thioalkalivibrio sulfidiphilus	3372	109	0	0	0	0	1004	0	0	0	0
tgu	Animals	Taeniopygia guttata (zebra finch)	17680	168	0	0	0	385	4658	0	0	0	108
tgy	Archaea	Thermococcus guaymasensis	2170	84	0	0	0	0	553	0	0	0	0
tga	Archaea	Thermococcus gammatolerans	2211	87	0	0	0	0	605	0	0	0	0
tgg	Archaea	Thermococcus gorgonarius	1865	79	0	0	0	0	508	0	0	0	0
tgo	Protists	Toxoplasma gondii	8318	88	0	0	0	0	923	0	0	0	0
swi	Bacteria	Sphingomonas wittichii	5455	122	0	0	0	0	1315	0	0	0	0
